date,month,symbol_files,chosen_symbol,chosen_expiry,days_to_expiry,chosen_5d_avg_volume,next_symbol,next_5d_avg_volume,roll_reason,total_volume_that_day,rank_by_volume_among_available_symbols,available_symbol_count
2025-01-13,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-13_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,14,200360.4,F:BRN\J25,0.0,default_most_prompt,311830.0,1.0,1
2025-01-14,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-14_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,13,222250.0,F:BRN\J25,0.0,default_most_prompt,241405.0,1.0,1
2025-01-15,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-15_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,12,223801.8,F:BRN\J25,0.0,default_most_prompt,271984.0,1.0,1
2025-01-16,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-16_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,11,248553.8,F:BRN\J25,0.0,default_most_prompt,273661.0,1.0,1
2025-01-17,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-17_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,10,219776.0,F:BRN\J25,0.0,default_most_prompt,173231.0,1.0,1
2025-01-18,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-18_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,9,254422.2,F:BRN\J25,0.0,default_most_prompt,0.0,1.0,1
2025-01-20,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-20_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,9,192056.2,F:BRN\J25,0.0,default_most_prompt,152621.0,1.0,1
2025-01-21,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-21_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,8,174299.4,F:BRN\J25,0.0,default_most_prompt,198194.0,1.0,1
2025-01-22,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-22_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,7,159541.4,F:BRN\J25,0.0,default_most_prompt,158994.0,1.0,1
2025-01-23,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-23_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,6,136608.0,F:BRN\J25,0.0,default_most_prompt,175362.0,1.0,1
2025-01-24,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-24_F_BRN_H25_1s.csv')]},F:BRN\H25,2025-01-31,5,137034.2,F:BRN\J25,0.0,default_most_prompt,104336.0,1.0,1
2025-01-25,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-25_F_BRN_H25_1s.csv')]},F:BRN\J25,2025-02-28,24,0.0,F:BRN\J25,0.0,pre_expiry_buffer,0.0,,1
2025-01-27,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-27_F_BRN_H25_1s.csv')]},F:BRN\J25,2025-02-28,24,0.0,F:BRN\J25,0.0,pre_expiry_buffer,0.0,,1
2025-01-28,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-28_F_BRN_H25_1s.csv')]},F:BRN\J25,2025-02-28,23,0.0,F:BRN\J25,0.0,pre_expiry_buffer,0.0,,1
2025-01-29,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-29_F_BRN_H25_1s.csv')]},F:BRN\J25,2025-02-28,22,0.0,F:BRN\J25,0.0,pre_expiry_buffer,0.0,,1
2025-01-30,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-30_F_BRN_H25_1s.csv')]},F:BRN\J25,2025-02-28,21,0.0,F:BRN\J25,0.0,pre_expiry_buffer,0.0,,1
2025-01-31,2025-01,{'F:BRN\\H25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/January - March contract (F_BRN_H25)/2025-01-31_F_BRN_H25_1s.csv')]},F:BRN\J25,2025-02-28,20,0.0,F:BRN\J25,0.0,pre_expiry_buffer,0.0,,1
2025-02-01,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-01_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,19,0.0,F:BRN\K25,0.0,default_most_prompt,0.0,1.0,1
2025-02-03,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-03_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,19,0.0,F:BRN\K25,0.0,default_most_prompt,296702.0,1.0,1
2025-02-04,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-04_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,18,59340.4,F:BRN\K25,0.0,default_most_prompt,334630.0,1.0,1
2025-02-05,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-05_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,17,126266.4,F:BRN\K25,0.0,default_most_prompt,205965.0,1.0,1
2025-02-06,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-06_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,16,167459.4,F:BRN\K25,0.0,default_most_prompt,215893.0,1.0,1
2025-02-07,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-07_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,15,210638.0,F:BRN\K25,0.0,default_most_prompt,155917.0,1.0,1
2025-02-08,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-08_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,14,241821.4,F:BRN\K25,0.0,default_most_prompt,0.0,1.0,1
2025-02-10,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-10_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,14,182481.0,F:BRN\K25,0.0,default_most_prompt,147772.0,1.0,1
2025-02-11,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-11_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,13,145109.4,F:BRN\K25,0.0,default_most_prompt,191117.0,1.0,1
2025-02-12,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-12_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,12,142139.8,F:BRN\K25,0.0,default_most_prompt,206696.0,1.0,1
2025-02-13,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-13_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,11,140300.4,F:BRN\K25,0.0,default_most_prompt,185923.0,1.0,1
2025-02-14,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-14_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,10,146301.6,F:BRN\K25,0.0,default_most_prompt,160310.0,1.0,1
2025-02-15,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-15_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,9,178363.6,F:BRN\K25,0.0,default_most_prompt,0.0,1.0,1
2025-02-17,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-17_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,9,148809.2,F:BRN\K25,0.0,default_most_prompt,113745.0,1.0,1
2025-02-18,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-18_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,8,133334.8,F:BRN\K25,0.0,default_most_prompt,172997.0,1.0,1
2025-02-19,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-19_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,7,126595.0,F:BRN\K25,0.0,default_most_prompt,141282.0,1.0,1
2025-02-20,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-20_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,6,117666.8,F:BRN\K25,0.0,default_most_prompt,122183.0,1.0,1
2025-02-21,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-21_F_BRN_J25_1s.csv')]},F:BRN\J25,2025-02-28,5,110041.4,F:BRN\K25,0.0,default_most_prompt,138315.0,1.0,1
2025-02-22,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-22_F_BRN_J25_1s.csv')]},F:BRN\K25,2025-03-31,25,0.0,F:BRN\K25,0.0,pre_expiry_buffer,0.0,,1
2025-02-24,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-24_F_BRN_J25_1s.csv')]},F:BRN\K25,2025-03-31,25,0.0,F:BRN\K25,0.0,pre_expiry_buffer,0.0,,1
2025-02-25,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-25_F_BRN_J25_1s.csv')]},F:BRN\K25,2025-03-31,24,0.0,F:BRN\K25,0.0,pre_expiry_buffer,0.0,,1
2025-02-26,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-26_F_BRN_J25_1s.csv')]},F:BRN\K25,2025-03-31,23,0.0,F:BRN\K25,0.0,pre_expiry_buffer,0.0,,1
2025-02-27,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-27_F_BRN_J25_1s.csv')]},F:BRN\K25,2025-03-31,22,0.0,F:BRN\K25,0.0,pre_expiry_buffer,0.0,,1
2025-02-28,2025-02,{'F:BRN\\J25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/February - April contract (F_BRN_J25)/2025-02-28_F_BRN_J25_1s.csv')]},F:BRN\K25,2025-03-31,21,0.0,F:BRN\K25,0.0,pre_expiry_buffer,0.0,,1
2025-03-01,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-01_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,20,0.0,F:BRN\M25,0.0,default_most_prompt,0.0,1.0,1
2025-03-03,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-03_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,20,0.0,F:BRN\M25,0.0,default_most_prompt,253082.0,1.0,1
2025-03-04,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-04_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,19,50616.4,F:BRN\M25,0.0,default_most_prompt,301683.0,1.0,1
2025-03-05,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-05_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,18,110953.0,F:BRN\M25,0.0,default_most_prompt,295946.0,1.0,1
2025-03-06,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-06_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,17,170142.2,F:BRN\M25,0.0,default_most_prompt,243874.0,1.0,1
2025-03-07,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-07_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,16,218917.0,F:BRN\M25,0.0,default_most_prompt,263851.0,1.0,1
2025-03-08,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-08_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,15,271687.2,F:BRN\M25,0.0,default_most_prompt,0.0,1.0,1
2025-03-10,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-10_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,15,221070.8,F:BRN\M25,0.0,default_most_prompt,172694.0,1.0,1
2025-03-11,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-11_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,14,195273.0,F:BRN\M25,0.0,default_most_prompt,175695.0,1.0,1
2025-03-12,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-12_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,13,171222.8,F:BRN\M25,0.0,default_most_prompt,164149.0,1.0,1
2025-03-13,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-13_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,12,155277.8,F:BRN\M25,0.0,default_most_prompt,185160.0,1.0,1
2025-03-14,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-14_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,11,139539.6,F:BRN\M25,0.0,default_most_prompt,126364.0,1.0,1
2025-03-15,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-15_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,10,164812.4,F:BRN\M25,0.0,default_most_prompt,0.0,1.0,1
2025-03-17,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-17_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,10,130273.6,F:BRN\M25,0.0,default_most_prompt,154984.0,1.0,1
2025-03-18,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-18_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,9,126131.4,F:BRN\M25,0.0,default_most_prompt,194274.0,1.0,1
2025-03-19,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-19_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,8,132156.4,F:BRN\M25,0.0,default_most_prompt,141780.0,1.0,1
2025-03-20,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-20_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,7,123480.4,F:BRN\M25,0.0,default_most_prompt,150159.0,1.0,1
2025-03-21,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-21_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,6,128239.4,F:BRN\M25,0.0,default_most_prompt,98684.0,1.0,1
2025-03-22,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-22_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,5,147976.2,F:BRN\M25,0.0,default_most_prompt,0.0,1.0,1
2025-03-24,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-24_F_BRN_K25_1s.csv')]},F:BRN\K25,2025-03-31,5,116979.4,F:BRN\M25,0.0,default_most_prompt,114685.0,1.0,1
2025-03-25,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-25_F_BRN_K25_1s.csv')]},F:BRN\M25,2025-04-30,26,0.0,F:BRN\M25,0.0,pre_expiry_buffer,0.0,,1
2025-03-26,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-26_F_BRN_K25_1s.csv')]},F:BRN\M25,2025-04-30,25,0.0,F:BRN\M25,0.0,pre_expiry_buffer,0.0,,1
2025-03-27,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-27_F_BRN_K25_1s.csv')]},F:BRN\M25,2025-04-30,24,0.0,F:BRN\M25,0.0,pre_expiry_buffer,0.0,,1
2025-03-28,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-28_F_BRN_K25_1s.csv')]},F:BRN\M25,2025-04-30,23,0.0,F:BRN\M25,0.0,pre_expiry_buffer,0.0,,1
2025-03-31,2025-03,{'F:BRN\\K25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/March - May contract (F_BRN_K25)/2025-03-31_F_BRN_K25_1s.csv')]},F:BRN\M25,2025-04-30,22,0.0,F:BRN\M25,0.0,pre_expiry_buffer,0.0,,1
2025-04-01,2025-04,{'F:BRN\\M25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/April - June contract (F_BRN_M25)/2025-04-01_F_BRN_M25_1s.csv')]},F:BRN\M25,2025-04-30,21,0.0,F:BRN\N25,0.0,default_most_prompt,210294.0,1.0,1
2025-04-02,2025-04,{'F:BRN\\M25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/April - June contract (F_BRN_M25)/2025-04-02_F_BRN_M25_1s.csv')]},F:BRN\M25,2025-04-30,20,42058.8,F:BRN\N25,0.0,default_most_prompt,232652.0,1.0,1
2025-04-03,2025-04,{'F:BRN\\M25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/April - June contract (F_BRN_M25)/2025-04-03_F_BRN_M25_1s.csv')]},F:BRN\M25,2025-04-30,19,88589.2,F:BRN\N25,0.0,default_most_prompt,440988.0,1.0,1
2025-04-04,2025-04,{'F:BRN\\M25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/April - June contract (F_BRN_M25)/2025-04-04_F_BRN_M25_1s.csv')]},F:BRN\M25,2025-04-30,18,176786.8,F:BRN\N25,0.0,default_most_prompt,616784.0,1.0,1
2025-04-05,2025-04,{'F:BRN\\M25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/April - June contract (F_BRN_M25)/2025-04-05_F_BRN_M25_1s.csv')]},F:BRN\M25,2025-04-30,17,300143.6,F:BRN\N25,0.0,default_most_prompt,0.0,1.0,1
2025-04-07,2025-04,{'F:BRN\\M25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/April - June contract (F_BRN_M25)/2025-04-07_F_BRN_M25_1s.csv')]},F:BRN\M25,2025-04-30,17,300143.6,F:BRN\N25,0.0,default_most_prompt,552781.0,1.0,1
2025-04-08,2025-04,{'F:BRN\\M25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/April - June contract (F_BRN_M25)/2025-04-08_F_BRN_M25_1s.csv')]},F:BRN\M25,2025-04-30,16,368641.0,F:BRN\N25,0.0,default_most_prompt,393639.0,1.0,1
2025-04-09,2025-04,{'F:BRN\\M25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/April - June contract (F_BRN_M25)/2025-04-09_F_BRN_M25_1s.csv')]},F:BRN\M25,2025-04-30,15,400838.4,F:BRN\N25,0.0,default_most_prompt,610099.0,1.0,1
2025-04-10,2025-04,{'F:BRN\\M25': [WindowsPath('C:/Users/taran/OneDrive/Desktop/Downloads/Backtesting data 2025/April - June contract (F_BRN_M25)/2025-04-10_F_BRN_M25_1s.csv')]},F:BRN\M25,2025-04-30,14,434660.6,F:BRN\N25,0.0,default_most_prompt,326442.0,1.0,1
